OBJECTID,latitude,longitude,scientific,common_nam,date_time,last_mod,geom_WKT
2888,-20.95,150.0667,Caretta caretta,Loggerhead Sea Turtle,1/01/1972,12/01/2021,POINT (150.0667 -20.9499999999999)
2889,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1973,12/01/2021,POINT (152.4646 -24.8222999999999)
2890,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.4548 -24.806)
2891,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.4367 -24.7914)
2892,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.9167 -23.4329999999999)
2893,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (151.9667 -24.3167)
2894,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.4646 -24.8222999999999)
2895,-24.825,152.4567,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4567 -24.8249999999999)
2896,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (152.4646 -24.8222999999999)
2897,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (152.4172 -24.7721)
2898,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.4172 -24.7721)
2899,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1970,12/01/2021,POINT (152.4367 -24.7914)
2900,-24.5855,152.1081,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (152.1081 -24.5855)
2901,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.4172 -24.7721)
2902,-24.6563,152.2,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (152.2 -24.6562999999999)
2903,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1989,12/01/2021,POINT (151.9167 -23.4329999999999)
2904,-25.0748,152.5455,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.5455 -25.0748)
2905,-24.6563,152.2,Caretta caretta,Loggerhead Sea Turtle,1/01/1972,12/01/2021,POINT (152.2 -24.6562999999999)
2906,-24.7316,152.3649,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (152.3649 -24.7316)
2907,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.4646 -24.8222999999999)
2908,-24.7333,152.3333,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.3333 -24.7332999999999)
2909,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (151.9167 -23.4329999999999)
2910,-23.3,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (151.9167 -23.3)
2911,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (152.4367 -24.7914)
2912,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.4367 -24.7914)
2913,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (151.9667 -24.3167)
2914,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.4548 -24.806)
2915,-24.6563,152.2,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (152.2 -24.6562999999999)
2916,-24.6563,152.2,Caretta caretta,Loggerhead Sea Turtle,1/01/1973,12/01/2021,POINT (152.2 -24.6562999999999)
2917,-21.9833,152.4667,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4667 -21.9832999999999)
2918,-27.0533,153.45,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (153.45 -27.0533)
2919,-24.9314,152.4867,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.4867 -24.9313999999999)
2920,-24.5203,152.062,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.062 -24.5203)
2921,-24.9204,152.4928,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.4928 -24.9204)
2922,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1985,12/01/2021,POINT (151.9167 -23.4329999999999)
2923,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (151.9667 -24.3167)
2924,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1964,12/01/2021,POINT (151.9167 -23.4329999999999)
2925,-24.17,151.8333,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (151.8333 -24.17)
2926,-23.55,151.7333,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (151.7333 -23.55)
2927,-24.4394,152.0074,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.0074 -24.4394)
2928,-24.9314,152.4867,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.4867 -24.9313999999999)
2929,-23.3333,151.95,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (151.95 -23.3333)
2930,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1970,12/01/2021,POINT (151.9667 -24.3167)
2931,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (151.9667 -24.3167)
2932,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (151.9167 -23.4329999999999)
2933,-24.7316,152.3649,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.3649 -24.7316)
2934,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (152.4624 -24.8154)
2935,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.4367 -24.7914)
2936,-23.3,151.7,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.7 -23.3)
2937,-23.3333,151.95,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (151.95 -23.3333)
2938,-24.7316,152.3649,Caretta caretta,Loggerhead Sea Turtle,1/01/1972,12/01/2021,POINT (152.3649 -24.7316)
2939,-24.7983,152.4333,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.4333 -24.7983)
2940,-21.8,152.42,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.42 -21.8)
2941,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (151.9667 -24.3167)
2942,-23.3333,151.95,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.95 -23.3333)
2943,-21.8,152.4167,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4167 -21.8)
2944,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1972,12/01/2021,POINT (152.4646 -24.8222999999999)
2945,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1990,12/01/2021,POINT (151.9167 -23.4329999999999)
2946,-23.5167,152.0833,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.0833 -23.5167)
2947,-24.8133,152.4632,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.4632 -24.8133)
2948,-24.25,151.94,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.94 -24.2499999999999)
2949,-24.18,151.89,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (151.89 -24.1799999999999)
2950,-21.7167,152.4167,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.4167 -21.7166999999999)
2951,-23.8,152.3,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.3 -23.8)
2952,-21.744,150.3033,Caretta caretta,Loggerhead Sea Turtle,1/01/2001,12/01/2021,POINT (150.3033 -21.744)
2953,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1994,12/01/2021,POINT (151.9167 -23.4329999999999)
2954,-23.5167,152.0833,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.0833 -23.5167)
2955,-24.8048,152.4563,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4563 -24.8047999999999)
2956,-24.5203,152.062,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.062 -24.5203)
2957,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.4624 -24.8154)
2958,-23.95,151.3667,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (151.3667 -23.9499999999999)
2959,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1972,12/01/2021,POINT (152.4624 -24.8154)
2960,-24.18,151.88,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (151.88 -24.1799999999999)
2961,-25.3183,152.99,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.99 -25.3183)
2962,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (152.4646 -24.8222999999999)
2963,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1984,12/01/2021,POINT (151.9167 -23.4329999999999)
2964,-24.5855,152.1081,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.1081 -24.5855)
2965,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1973,12/01/2021,POINT (152.4367 -24.7914)
2966,-21.98,152.47,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.47 -21.98)
2967,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.4646 -24.8222999999999)
2968,-23.9,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.3833 -23.9)
2969,-23.85,152.3667,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.3667 -23.85)
2970,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.9667 -24.3167)
2971,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1982,12/01/2021,POINT (151.9167 -23.4329999999999)
2972,-24.4394,152.0074,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (152.0074 -24.4394)
2973,-25.2533,152.8033,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.8033 -25.2533)
2974,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (152.4548 -24.806)
2975,-24.4394,152.0074,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.0074 -24.4394)
2976,-24.25,151.94,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (151.94 -24.2499999999999)
2977,-23.3,151.7,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (151.7 -23.3)
2978,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (152.4624 -24.8154)
2979,-21.65,152.3667,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.3667 -21.65)
2980,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1992,12/01/2021,POINT (151.9167 -23.4329999999999)
2981,-27.4283,153.525,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (153.525 -27.4283)
2982,-24.1167,152.7167,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.7167 -24.1167)
2983,-24.6563,152.2,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.2 -24.6562999999999)
2984,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1995,12/01/2021,POINT (151.9167 -23.4329999999999)
2985,-23.3,151.7,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (151.7 -23.3)
2986,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.4367 -24.7914)
2987,-23.3333,151.95,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (151.95 -23.3333)
2988,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1970,12/01/2021,POINT (152.4624 -24.8154)
2989,-21.78,152.45,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.45 -21.78)
2990,-24,151.74,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.74 -23.9999999999999)
2991,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1991,12/01/2021,POINT (151.9167 -23.4329999999999)
2992,-24.8048,152.4563,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.4563 -24.8047999999999)
2993,-23.9,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (152.3833 -23.9)
2994,-24.8133,152.4632,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4632 -24.8133)
2995,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1983,12/01/2021,POINT (151.9167 -23.4329999999999)
2996,-24.18,151.89,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (151.89 -24.1799999999999)
2997,-23.3,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.9167 -23.3)
2998,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (152.4367 -24.7914)
2999,-23.3,151.7,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (151.7 -23.3)
3000,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1987,12/01/2021,POINT (151.9167 -23.4329999999999)
3001,-24.7316,152.3649,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.3649 -24.7316)
3002,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (152.4172 -24.7721)
3003,-24.825,152.4567,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.4567 -24.8249999999999)
3004,-24.7705,152.4182,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.4182 -24.7705)
3005,-24.7,153.2667,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (153.2667 -24.6999999999999)
3006,-23.9,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.3833 -23.9)
3007,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/2001,12/01/2021,POINT (151.9167 -23.4329999999999)
3008,-23.3333,151.95,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (151.95 -23.3333)
3009,-24.25,151.94,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (151.94 -24.2499999999999)
3010,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.4646 -24.8222999999999)
3011,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.4624 -24.8154)
3012,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (151.9167 -23.4329999999999)
3013,-24.4394,152.0074,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.0074 -24.4394)
3014,-24.7983,152.4333,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4333 -24.7983)
3015,-27.4283,153.525,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (153.525 -27.4283)
3016,-24.18,151.89,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.89 -24.1799999999999)
3017,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (152.4548 -24.806)
3018,-23.5167,152.0833,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.0833 -23.5167)
3019,-25.2533,152.8033,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (152.8033 -25.2533)
3020,-23.55,151.7333,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.7333 -23.55)
3021,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.4367 -24.7914)
3022,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (152.4646 -24.8222999999999)
3023,-24.9204,152.4928,Caretta caretta,Loggerhead Sea Turtle,1/01/1999,12/01/2021,POINT (152.4928 -24.9204)
3024,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1988,12/01/2021,POINT (151.9167 -23.4329999999999)
3025,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (152.4646 -24.8222999999999)
3026,-21.7331,150.3521,Caretta caretta,Loggerhead Sea Turtle,1/01/2001,12/01/2021,POINT (150.3521 -21.7331)
3027,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (152.4367 -24.7914)
3028,-25.25,152.8,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.8 -25.2499999999999)
3029,-23.3,151.7,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (151.7 -23.3)
3030,-24.8483,152.4683,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4683 -24.8482999999999)
3031,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1981,12/01/2021,POINT (151.9167 -23.4329999999999)
3032,-19.65,147.5969,Caretta caretta,Loggerhead Sea Turtle,1/01/1970,12/01/2021,POINT (147.5969 -19.65)
3033,-23.3,151.7,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (151.7 -23.3)
3034,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.4548 -24.806)
3035,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (152.4367 -24.7914)
3036,-24.18,151.89,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.89 -24.1799999999999)
3037,-21.8167,152.2333,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.2333 -21.8167)
3038,-24.12,152.72,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.72 -24.1199999999999)
3039,-21.65,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.3833 -21.65)
3040,-24.72,153.25,Caretta caretta,Loggerhead Sea Turtle,1/01/1971,12/01/2021,POINT (153.25 -24.72)
3041,-27.09,153.21,Caretta caretta,Loggerhead Sea Turtle,1/01/1991,12/01/2021,POINT (153.21 -27.09)
3042,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (152.4624 -24.8154)
3043,-21.75,152.4167,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4167 -21.7499999999999)
3044,-20.95,150.0667,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (150.0667 -20.9499999999999)
3045,-27.0333,153.4667,Caretta caretta,Loggerhead Sea Turtle,1/01/1997,12/01/2021,POINT (153.4667 -27.0332999999999)
3046,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.4172 -24.7721)
3047,-23.9,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.3833 -23.9)
3048,-25.2485,152.8037,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.8037 -25.2485)
3049,-23.3333,151.95,Caretta caretta,Loggerhead Sea Turtle,1/01/1980,12/01/2021,POINT (151.95 -23.3333)
3050,-23.9,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.3833 -23.9)
3051,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1970,12/01/2021,POINT (152.4548 -24.806)
3052,-23.99,151.63,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (151.63 -23.99)
3053,-27.417,153.533,Caretta caretta,Loggerhead Sea Turtle,1/01/1992,12/01/2021,POINT (153.533 -27.417)
3054,-24.867,152.4811,Caretta caretta,Loggerhead Sea Turtle,1/01/1978,12/01/2021,POINT (152.4811 -24.867)
3055,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1973,12/01/2021,POINT (152.4548 -24.806)
3056,-26.7883,153.14,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (153.14 -26.7882999999999)
3057,-24.3167,151.9667,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (151.9667 -24.3167)
3058,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1999,12/01/2021,POINT (151.9167 -23.4329999999999)
3059,-26.8,153.15,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (153.15 -26.8)
3060,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (151.9167 -23.4329999999999)
3061,-21.65,152.37,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.37 -21.65)
3062,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (152.4367 -24.7914)
3063,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1986,12/01/2021,POINT (151.9167 -23.4329999999999)
3064,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1974,12/01/2021,POINT (152.4548 -24.806)
3065,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (151.9167 -23.4329999999999)
3066,-24.806,152.4548,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.4548 -24.806)
3067,-21.7833,152.45,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.45 -21.7832999999999)
3068,-24.7914,152.4367,Caretta caretta,Loggerhead Sea Turtle,1/01/1972,12/01/2021,POINT (152.4367 -24.7914)
3069,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (151.9167 -23.4329999999999)
3070,-23.8,152.3,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.3 -23.8)
3071,-24.18,151.89,Caretta caretta,Loggerhead Sea Turtle,1/01/1969,12/01/2021,POINT (151.89 -24.1799999999999)
3072,-25.0748,152.5455,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.5455 -25.0748)
3073,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1968,12/01/2021,POINT (152.4172 -24.7721)
3074,-24.8154,152.4624,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.4624 -24.8154)
3075,-24.7721,152.4172,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.4172 -24.7721)
3076,-24.8223,152.4646,Caretta caretta,Loggerhead Sea Turtle,1/01/1970,12/01/2021,POINT (152.4646 -24.8222999999999)
3077,-24.5855,152.1081,Caretta caretta,Loggerhead Sea Turtle,1/01/1976,12/01/2021,POINT (152.1081 -24.5855)
3078,-24.5203,152.062,Caretta caretta,Loggerhead Sea Turtle,1/01/1975,12/01/2021,POINT (152.062 -24.5203)
3079,-24.7705,152.4182,Caretta caretta,Loggerhead Sea Turtle,1/01/1998,12/01/2021,POINT (152.4182 -24.7705)
3080,-23.9,152.3833,Caretta caretta,Loggerhead Sea Turtle,1/01/1977,12/01/2021,POINT (152.3833 -23.9)
3081,-23.433,151.9167,Caretta caretta,Loggerhead Sea Turtle,1/01/1979,12/01/2021,POINT (151.9167 -23.4329999999999)
3082,-10.1083,143.32,Chelonia mydas,Green Sea Turtle,1/01/1996,12/01/2021,POINT (143.32 -10.1082999999999)
3083,-9.95,143.4,Chelonia mydas,Green Sea Turtle,1/01/1978,12/01/2021,POINT (143.4 -9.94999999999993)
3084,-11.6,144.0167,Chelonia mydas,Green Sea Turtle,1/01/1980,12/01/2021,POINT (144.0167 -11.6)
3085,-11.6,144.0167,Chelonia mydas,Green Sea Turtle,1/01/1978,12/01/2021,POINT (144.0167 -11.6)
3086,-11.6,144.02,Chelonia mydas,Green Sea Turtle,1/01/1998,12/01/2021,POINT (144.02 -11.6)
3087,-23.433,151.9167,Chelonia mydas,Green Sea Turtle,1/01/1977,12/01/2021,POINT (151.9167 -23.4329999999999)
3088,-24.3167,151.9667,Chelonia mydas,Green Sea Turtle,1/01/1971,12/01/2021,POINT (151.9667 -24.3167)
3089,-13.2667,143.6,Chelonia mydas,Green Sea Turtle,1/01/1996,12/01/2021,POINT (143.6 -13.2667)
3090,-23.95,151.3667,Chelonia mydas,Green Sea Turtle,1/01/1997,12/01/2021,POINT (151.3667 -23.9499999999999)
3091,-23.3333,151.95,Chelonia mydas,Green Sea Turtle,1/01/1977,12/01/2021,POINT (151.95 -23.3333)
3092,-11.0067,142.9883,Chelonia mydas,Green Sea Turtle,1/01/1996,12/01/2021,POINT (142.9883 -11.0067)
3093,-24.7983,152.4333,Chelonia mydas,Green Sea Turtle,1/01/1998,12/01/2021,POINT (152.4333 -24.7983)
3094,-21.8,152.42,Chelonia mydas,Green Sea Turtle,1/01/1976,12/01/2021,POINT (152.42 -21.8)
3095,-23.433,151.9167,Chelonia mydas,Green Sea Turtle,1/01/1996,12/01/2021,POINT (151.9167 -23.4329999999999)
3096,-11.1167,143.0333,Chelonia mydas,Green Sea Turtle,1/01/1976,12/01/2021,POINT (143.0333 -11.1167)
3097,-21.931,150.1076,Chelonia mydas,Green Sea Turtle,1/01/2001,12/01/2021,POINT (150.1076 -21.931)
3098,-23.1917,150.9583,Chelonia mydas,Green Sea Turtle,1/01/1998,12/01/2021,POINT (150.9583 -23.1917)
3099,-11.5833,142.95,Chelonia mydas,Green Sea Turtle,1/01/1997,12/01/2021,POINT (142.95 -11.5833)
